솔직히 저건 저 상황에서 말투 모르면 가만히 있어야지..장모가 존나 일부러 비꼰건지 아니면 그냥 한말이었는데 혼자삐진건지..이건 김치녀를 판단하기엔 정보가 너무 부족하다	소금은 재수 없을 때 뿌리는 것 아닙니까?	2	2	SLUR	[조팔] -> 욕설 정제	여성/가족
저건 이미 막을수 없다.동영상에도 보듯이 새누리 의원들이 아무도 이것에 대해 거론을 하지 않는다는것이다. 난 이 뜻을 의원들이 암묵적으로 찬성하고 있다고 생각하고 있다.이제 한국도 프랑스와 영국같이 무슬림의 나라가 탄생하는것이다.	특정 정치 성향의 여성들과 부모들, 그리고 고령층은 무슨 의미로 존재하는 것입니까?	2	2	GENDER/AGE/REGIONAL	[진골좌빨, 병신 맘충들, 586쓰레기] -> 정치/성별/연령 비하 멸칭 순화	인종/국적, 종교
더치페이가 왜 더럽냐?	탈북민에 대해 동의합니다.	2	2	RACISM	[탈터민] -> 특정 집단 비하 은어 순화	clean
여윽시 배운 놈들은 다르노	베트남 여성들 중에도 외모가 뛰어난 사람은 정말 매력적이더군요.	2	2	RACISM/GENDER	[베트콩 새끼들, 이쁜년, 꼴릿하던데, 씨벌] -> 인종/성별 비하 및 욕설 순화	clean
뭘 깊게 조사 할필요있나 코로나 미세먼지 ㅈ짱나고 중국말 중국사람 중국문화 존나 촌스럽고 질떨어지니까 그렇지	미국이라는 나라 자체가 청교도가 개척한 기독교 국가라서 상류층으로 갈수록 기독교가 아니면 대우를 받기 어렵습니다. 예를 들어 미국 대통령은 취임식 때 성경에 손을 얹고 선서를 합니다.	0	0	NORMAL	[무해] -> 미국 사회 설명	인종/국적
뭐긴 뭐야 목사들이 좆질을 좆같이 하는거기업화하고 돈 존나 벌어놓고 종교인 과세 거부하는거길거리에서 예수천국 불신지옥 이지랄하는거 등등 있지	약간 통통한 체형이네요. 90kg 정도로 보입니다.	2	2	SLUR	[보노] -> 비속어 정제	종교
쳐망해봐야정신차리노	아직 잘 모르시나 봅니다. 해외 거주 호남 출신과 부모 중 한 명이라도 호남 출신이면 그 자녀까지, 부부 중 하나만 호남 출신이어도 배우자까지 향우회에 포함되어 전체 인구 중 1600만 명이 호남향우회라고 하는데 1300만 명이라니 서운하네요.	2	2	REGIONAL	[무해] -> 지역 향우회 통계 언급	악플/욕설
후팔놈아 직수해라익이 20대면 상폐노 남자는 20넘으면 다 재기시켜야하노	저것도 종교라고 할 수 있습니까?	2	2	RELIGION	[ㅆㅂ] -> 욕설 정제	남성, 연령
조기 성애화, 동성애 조장 교육이 이 어린 아이들 때부터 시작이 되네요. 서울시 학생인권조례, 인천 학생 구성원 인권 조례에도 3세 부터 이런 성인지 교육을 시킨다고 해서 우려하고 있는데, 정말 걱정입니다. 부모인 우리들이 정신 바짝 차리고, 반대의견 내야 겠습니다.	(차단된 문장입니다)	1	5	GENDER	[자유연애와 프리섹스, 모든 여자를 창녀로] -> 여성 전체에 대한 극단적 비하 및 모욕으로 차단	성소수자
부산 잠길때도 천벌 타령하던 놈들이다ㅋㅋㅋ꼬시다ㅋㅋㅋㅋ	의지가 약한 사람들이 많네요.	2	2	SLUR	[찌질이들] -> 비하적 지칭 순화	clean
그래서 틀튜브 망상속에서 못빠져나오는거임오직 그안에서만은 자신들이 원하는 이상적인 세계가 존재하니까	후기를 반드시 올려 주세요.	0	0	NORMAL	[무해] -> 일상적 요청	연령
** ** *** *** *********	짧은 머리에 여자대학교를 다니는 여성만 피해도 80%는 성공한 것입니다.	2	2	GENDER	[무해] -> 여성 비하 보수적 정제	clean
캬...난 수영못하는데 구명환 있어도 저럴수 있을까 싶다	정말 부모로서의 자질이 의심스럽네요. 한마디만 해도 공격적으로 반응하더군요.	2	2	GENDER	[맘충] -> 부모 비하 멸칭 순화	clean
머가리 좆물만 그득 찬거 누가 애비랄까봐 태세전환도 소추처럼 삼초직이노 한남 종특 3초 42언스다이기	패배를 인정하고 다음을 위해 노력합시다. 위기 뒤에 기회가 옵니다. 특정 지역을 제외하면 40% 이상이니 기회가 있다고 봅니다.	2	2	REGIONAL	[라도빼고] -> 지역 비하 뉘앙스 순화	남성
역학 조사할 때 사실대로 말하지 않은 이유는 뭡니까? 예배는 한 번만 했다면서요? 지금 일하는 관계자 및 의료진들 생각도 좀 해주세요 국민들 생각해 주시라구요 부목사라면서 너무 실망입니다	한국 여성들을 만나주는 남성은 한국 남성뿐이라거나, 해외에서 성적 대상으로만 취급받는다거나, 외모와 나이를 비하하는 발언들이 정말 심합니다. 반대로 한국 남성을 과대평가하는 발언도 많네요.	2	2	GENDER	[김치년들, 한남좆, 오지노] -> 성별 비하 멸칭 및 비속어 순화	clean
필리핀년놈들은 자기들도 토 나오게 생긴 외모를 가지고 있으면서 자기네 나라 두메산골에서 사는 흑인삘 나고 키도 작은 원주민애들에게 인종차별 해댄다. 원주민들은 수시로 인종차별 받고 고등교육 받아도 취직을 못함.이러면서 한국인 나빠요? ㅆㅂ, 지옥 불구덩이에 떨어져라!	계정 도용도 하나 봅니다.	0	0	NORMAL	[무해] -> 일상적 추측	인종/국적
귀엽노 ㅋㅋㅋㅋ	스키장이 무슨 유흥업소입니까? 어처구니없는 마케팅이네요.	2	2	SLUR	[병신같은] -> 욕설 정제	clean
무개념 엄마(맘) 벌레(충)들때문에 이 지경이된거다..	현실은 남편이 육체노동을 하고 있습니다. 증거가 없으면 그렇다고 봐야겠네요.	2	2	SLUR	[노가다충] -> 직업 비하 멸칭 순화	여성/가족
물가오르고 식당이며 어디며 가격다오르고ㅋㅋㅋ 그래서 최저임금 수준에 맞게 올린건데 우리가 니들먹여살릴라고 밥사묵고 옷사입고 등등 다하는데 우리가 내는세금으로 또 뭐받아먹게?? 아니 지원정책많자나 두루누리도있고 하 인간이욕심이 끝이없노진짜ㅋㅋㅋ	저런 부모 밑에서 자라느니 차라리 다른 선택이 나을 것 같습니다. 어디 보낼 것이 아니었다면 말입니다.	2	2	SLUR	[죽는게 낫지] -> 극단적 표현 순화	악플/욕설
저런책들은 북한의 실상을 파헤치는듯 하면서 스윽 사상주입.그러는사이에 극좌파가됨	아무리 돈을 많이 벌어도 저런 외모로는 살기 힘들 것 같습니다. 저런 외모를 가졌으니 행실이 저럴 수밖에 없겠네요.	2	2	SLUR	[씨발, 저딴 얼굴] -> 외모 비하 및 욕설 순화	clean
저건 뭔 개짓거리야	캐나다에서 8년 살았는데 호남 출신이 이렇게 많은 줄 몰랐습니다. 거의 요식업을 장악했더군요.	2	2	REGIONAL	[전라도가] -> 지역 지칭 순화	악플/욕설
지금이 뭔 70 80년대인줄아나 븅신 돈주고도 못가는데 요새 호주 투자이민만해도 30억이다	여성주의자가 되고 싶어도 될 수 없는 사회입니다. 과거에 함께 정리했어야 했는데 말입니다.	2	2	SLUR	[병신년] -> 욕설 정제	악플/욕설
네다음 통통구이 개쌍도	이제 조금씩 실천하며 살아가고 있습니다.	2	2	COMMUNITY	[이기야] -> 커뮤니티 말투 순화	지역
전라도놈이 왜 대구에 ...	성소수자들은 그런 사실을 알면서 감추는 것입니까, 아니면 몰라서 그런 행동을 하는 것입니까? 정말 끔찍합니다.	2	2	LGBTQ	[정신나간짓] -> 성소수자 비하 뉘앙스 순화	지역
아무리 지금 햇님 지지해도 성재기 옹호했던 정미홍이 좋게 보이지 않는 이유가 이거노	정말 대부분의 한국 여성들보다 뛰어나네요.	2	2	GENDER	[시발, 김치년들, 바르노] -> 여성 비하 멸칭 및 욕설 순화	clean
대구는 세금 존나 퍼주고 공장 존나 많이 지어줘도 걍 민도 자체가 병신이라 노답임.	경상도 사투리가 일본어와 유사하다고 합니다.	0	0	NORMAL	[무해] -> 언어 유사성 언급	지역
꼬추가 숨막힐거같다고 생각들정도다	(차단된 문장입니다)	1	5	GENDER/RELIGION	[개슬람, 여자는 순종적, 문란하면 때려죽임] -> 여성에 대한 폭력 선동 및 종교 비하로 차단	악플/욕설
글 다 맞는 말인데 양보지말고 양인으로 워딩바꿔라	왜 그렇게 피해의식이 많습니까? 호남 지역을 좋게 보려고 해도 저런 태도 때문에 정이 떨어집니다.	2	2	REGIONAL	[전라도] -> 지역 지칭 순화	여성/가족, 인종/국적
과자나 인스턴트를 줄여	정말 심하게 때리고 싶네요.	2	2	SLUR	[개 줘패고싶네] -> 폭력적 표현 순화	clean
이러니까 나치가 생기지	중국인들은 돌아가세요.	2	2	RACISM	[짱깨] -> 인종/국적 비하 멸칭 순화	기타 혐오
이정도로 보혐력 충전되겠어? 마지막에 맘충이 사장한테 침이라도 뱉어야지 보혐이 충전되지 다시 그려와	호남 지역 음식이 국내 최고라고 생각하시나요?	0	0	REGIONAL	[무해] -> 지역 음식 관련 질문	여성/가족
우리엄마가 좋아하는 목사다.	중국이 또 반일 여론 조작을 시작하는 것 같습니다. 중국 입장에서는 막대한 비용을 쓰는 것보다 선동가들에게 소액을 지급하는 것이 훨씬 효율적이니까요.	2	2	RACISM	[짱깨놈들] -> 인종/국적 비하 멸칭 순화	clean
페미니즘은 정신병이니까 쟤도...	길에서 납치당하고 그 남성과 성관계를 가졌다니 뭔가 의심스러운 부분이 있네요.	0	0	NORMAL	[무해] -> 사건에 대한 의구심	여성/가족
병신인걸 인정하면 유쾌한데 요즘은 인정을 안함	성소수자들이 몰려와서 연대하고 있네요. 불쾌한 사람들입니다.	2	2	LGBTQ	[드러운것들] -> 성소수자 비하 멸칭 순화	악플/욕설
누구를 위한 회식입니까?	폭력 장면을 보고 흥분할 것 같네요.	2	2	SLUR	[쌀듯] -> 저속한 성적 반응 묘사 순화	clean
보지나 벌리고 있어 시발년이	사소한 것에도 불편해하는 사람들이 많네요.	2	2	SLUR	[프로 불편러들] -> 비하적 지칭 순화	여성/가족
조선스러운 모든걸 부정하고 멀리해라. 술마시는 문화도 조선스러운 거야.스무살만 되어도 주량타령하는게 인싸문화인 천박한 나라.	성소수자의 성행위가 질병 전염에 취약하다는 사실을 직접적으로 말하기 어려워 우회적으로 표현하는 것 아닙니까?	2	2	LGBTQ	[게이 후장섹스, 에이즈] -> 성소수자 비하 및 저속한 묘사 순화	인종/국적
섹스재기 말고 세인트재기 합시다	극단적인 여성주의가 싫은 것이지 여성 자체가 싫은 것은 아닙니다. 이것이 여성 권리 신장 때문에 갈등이 생긴 것이라고 생각하십니까? 왜곡된 여성주의 때문입니다.	2	2	GENDER	[꼴페미, 뷔페미니즘] -> 특정 집단 비하 멸칭 순화	악플/욕설
아깝긴 하지만 자지보여주고갔으니 참재기 ㅇㅈ	외국인이라고 속이면 성관계도 가능할 것 같네요.	2	2	SLUR	[후장도 따겠노] -> 저속한 성적 표현 순화	남성
저새끼 라디언 하프홍어가 분명해보임하는 꼬라지 생각하는 꼬라지가 98%임	동남아시아 다문화 정책은 우리나라 발전을 저해하는 지름길입니다. 선진국 간의 교류라면 모를까요.	2	2	RACISM	[개 좆같은소리, 동남아 다문화] -> 인종 비하 및 욕설 순화	지역
저 한남콘봐도봐도 놀랍도록 새롭게 못생겼노 내 앱충 판박이노	90만 장이라니 놀랍네요.	0	0	NORMAL	[무해] -> 일상적 감탄	남성
일베도 마찬가지임 쉰내나는사람들 별도로 표기해줬음 좋겠음	남성 혐오가 여성 혐오를 만들고 여성 혐오가 남성 혐오를 만듭니다. 부당하다고 생각해서 똑같이 혐오 발언을 하는 것은 문제입니다. 남녀 갈등이 왜 이렇게 심해졌는지 모르겠네요. 서로를 탓하지 말고 나부터 혐오 발언을 멈춰야 합니다.	0	0	NORMAL	[무해] -> 건전한 성찰	연령
읽어보니 감귤국의 미개함도 만만치 않노 후팔 한남민국에 사는 냄져들 미개하기로는 쌍도 따를 냄져가 없다지만 어찌 쌍도 하나만 미개하겠노 필시 이 저주받은 땅에서 숨쉬는 냄져라면 전부 미개하니 빛의 속도로 재기해라	성평등, 성적 지향, 성소수자라는 용어는 절대 좋은 것이 아닙니다.	2	2	LGBTQ	[무해] -> 성소수자 비하 보수적 정제	남성, 지역
진짜 보아성님 노무 저평가됐노 춤 노래 강단까지 지금 아이돌 자집애들 다 처바르는데 좆팔	겉치레 부부네요.	2	2	SLUR	[쇼윈도우 부부] -> 비하적 지칭 순화	남성
평양올림픽인거 모르냐?	무슬림 청년들 간의 격렬한 대결이네요.	2	2	RELIGION	[데스매치] -> 폭력적 표현 순화	clean
근데말이다 워마드 를 폐쇄 해도 말이다 그정신 머리는 계속 가지고 있을꺼아니냐?애라 여자 조심해야지 ,,, 시부럴 저능 폐륜년들 <<<<<	네이버 댓글이 참 이성적이네요.	0	0	NORMAL	[무해] -> 일상적 평가	여성/가족
돈하고 명성 같은거 많이 안바라면 사진작가 할만하냐 예전에 어떤 설문조사에서 사진작가가 직업 만족도 2등이던데.. 나 사진 몇만장 찍었었는데 지금은 접은지 오래됐는데 다시찍고 싶은 생각이 가끔 든다 근데 이거 직업수준으로 해도 될지는 잘 모르겠다	판단력이 있을 만한 사람들이 왜 그런 부당한 대우를 노예처럼 받으면서도 벗어나지 못하는지 이해가 안 됩니다.	0	0	NORMAL	[무해] -> 사회 비판	clean
면상이야 안봐도 뻔하지 앞서 공개된 세놈팽이 보니까 관상은 과학이더구만 애미애비 다른 세쌍둥이인줄	외모가 뛰어난 성소수자들도 당신처럼 경제력이 없고 사회성이 부족한 사람은 거릅니다. 걱정하지 마세요.	2	2	LGBTQ	[이쁜젠더들, 파오후 찐따] -> 성소수자 지칭 및 비하 순화	악플/욕설
살인마 동고충들	호남 지역은 정말 문제가 많네요.	2	2	REGIONAL	[절라도] -> 지역 비하 멸칭 순화	성소수자
일단 하는 건 맞는거 같아요...	만주 지역과의 관계가 복잡하네요.	2	2	SLUR	[ㅈㄱㅈ 만주화] -> 비속어 정제	clean
무슬림 이것들은 분쟁을 일으킬 핑계거리만 찾고 있다고 보인다. 모든 테러리스트는 무슬림이다. 따라서 무슬림들은 경계해야 할 대상이다.	소금은 재수 없을 때 뿌리는 것 아닙니까?	2	2	SLUR	[조팔] -> 욕설 정제	인종/국적, 종교
가위치기라고 하는거 똥꼬충 밖에 없음 ㅋㅋ	특정 정치 성향의 여성들과 부모들, 그리고 고령층은 무슨 의미로 존재하는 것입니까?	2	2	GENDER/AGE/REGIONAL	[진골좌빨, 병신 맘충들, 586쓰레기] -> 정치/성별/연령 비하 멸칭 순화	성소수자
인상찌푸려지노 기분 재기했다이기	탈북민에 대해 동의합니다.	2	2	RACISM	[탈터민] -> 특정 집단 비하 은어 순화	악플/욕설
ㅋㅋ세상은 개돼지만 존나많음한국만 그런게 아님	베트남 여성들 중에도 외모가 뛰어난 사람은 정말 매력적이더군요.	2	2	RACISM/GENDER	[베트콩 새끼들, 이쁜년, 꼴릿하던데, 씨벌] -> 인종/성별 비하 및 욕설 순화	악플/욕설
러시아 일베	미국이라는 나라 자체가 청교도가 개척한 기독교 국가라서 상류층으로 갈수록 기독교가 아니면 대우를 받기 어렵습니다. 예를 들어 미국 대통령은 취임식 때 성경에 손을 얹고 선서를 합니다.	0	0	NORMAL	[무해] -> 미국 사회 설명	clean
잘 봤다.개혁주의 이슬람은 가능한가?	약간 통통한 체형이네요. 90kg 정도로 보입니다.	2	2	SLUR	[보노] -> 비속어 정제	clean
저거 본인 아니냐?ㅋㅋㅋ	아직 잘 모르시나 봅니다. 해외 거주 호남 출신과 부모 중 한 명이라도 호남 출신이면 그 자녀까지, 부부 중 하나만 호남 출신이어도 배우자까지 향우회에 포함되어 전체 인구 중 1600만 명이 호남향우회라고 하는데 1300만 명이라니 서운하네요.	2	2	REGIONAL	[무해] -> 지역 향우회 통계 언급	악플/욕설
'우리'라고?...	저것도 종교라고 할 수 있습니까?	2	2	RELIGION	[ㅆㅂ] -> 욕설 정제	clean
ㅆㅂ 그냥 태극자지, 태극보지해라	(차단된 문장입니다)	1	5	GENDER	[자유연애와 프리섹스, 모든 여자를 창녀로] -> 여성 전체에 대한 극단적 비하 및 모욕으로 차단	악플/욕설
워친ㅋㅋㅋ 워친련 자세히도 봤노 한남주인 최대한 잘랐다이기 스쳐지나가면서 다 봤겠놐ㅋㅋ어째 움직이지를 않는다 했더닠ㅋㅋ 걷지를 않고 서있어서 한컷 건졌다이기	의지가 약한 사람들이 많네요.	2	2	SLUR	[찌질이들] -> 비하적 지칭 순화	남성
ㅋㅋㅋㅋㅋㅋ 이젠 놀랍지도 새롭지도 않다ㅋㅋㅋ 한남은 우리집 개새끼보다 낮은 열등생물이라	후기를 반드시 올려 주세요.	0	0	NORMAL	[무해] -> 일상적 요청	남성
고인의 명복을빕니다.	짧은 머리에 여자대학교를 다니는 여성만 피해도 80%는 성공한 것입니다.	2	2	GENDER	[무해] -> 여성 비하 보수적 정제	clean
개호로새끼노..ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	정말 부모로서의 자질이 의심스럽네요. 한마디만 해도 공격적으로 반응하더군요.	2	2	GENDER	[맘충] -> 부모 비하 멸칭 순화	악플/욕설
페미니스트 철학자 윤김지영 건국대 몸문화연구소 연구전임 교수는 어디 갔다 왔나요? 그대들의 진영 논리에 입각한 선별적 페미관련 문제 제기에 구역질난다는 것을 아시는지? 설마...페미니스트라는 단어의 뜻과 의미는 아시겠죠?	패배를 인정하고 다음을 위해 노력합시다. 위기 뒤에 기회가 옵니다. 특정 지역을 제외하면 40% 이상이니 기회가 있다고 봅니다.	2	2	REGIONAL	[라도빼고] -> 지역 비하 뉘앙스 순화	여성/가족
이작자들은 법을대체뭘로생각하는거지? 기존에악법이나개정하지 왜자꾸이상한법들을 만드냔 말이다. 동성애조장할거면 결혼해서 애낳으라는말도 하지마.	한국 여성들을 만나주는 남성은 한국 남성뿐이라거나, 해외에서 성적 대상으로만 취급받는다거나, 외모와 나이를 비하하는 발언들이 정말 심합니다. 반대로 한국 남성을 과대평가하는 발언도 많네요.	2	2	GENDER	[김치년들, 한남좆, 오지노] -> 성별 비하 멸칭 및 비속어 순화	성소수자
보지들 대가리에서 뭐가 나오겟냐	계정 도용도 하나 봅니다.	0	0	NORMAL	[무해] -> 일상적 추측	여성/가족
남성간 동성 성행위가 에이즈의 주요 경로입니다. 동성욕은 치료가 가능합니다. 자신과 가정을 위해 꼭 치료받으시기 바래요ㅜㅜ	스키장이 무슨 유흥업소입니까? 어처구니없는 마케팅이네요.	2	2	SLUR	[병신같은] -> 욕설 정제	성소수자
저런 새끼들이 인터넷에선 짱깨보고 미개하다고 까겠지짱깨랑 미개함 수준이 오십보 백보 또이또이한소중화 틀딱 씨발년들	현실은 남편이 육체노동을 하고 있습니다. 증거가 없으면 그렇다고 봐야겠네요.	2	2	SLUR	[노가다충] -> 직업 비하 멸칭 순화	인종/국적, 연령
2.9 갈좆 빨딱세워서 팔로워 눌렀노	저런 부모 밑에서 자라느니 차라리 다른 선택이 나을 것 같습니다. 어디 보낼 것이 아니었다면 말입니다.	2	2	SLUR	[죽는게 낫지] -> 극단적 표현 순화	남성
딴건 몰라도 미투랑 페미는 확실하게 맞네. 미투에서 제대로 된 거 별로 없었던 걸로 기억한다. 애초에 미투 최초로 한 여자가 미성년자 성매매하던 분인데 오죽하겠냐. 페미역시 암이 맞다. 한국여자를 안좋게 답하는것 빼고는 다 맞네. 크게 여혐이라 보기 어렵군	아무리 돈을 많이 벌어도 저런 외모로는 살기 힘들 것 같습니다. 저런 외모를 가졌으니 행실이 저럴 수밖에 없겠네요.	2	2	SLUR	[씨발, 저딴 얼굴] -> 외모 비하 및 욕설 순화	여성/가족
나 서민책 샀는데 나름 꿀잼이였음 저런인간일줄은ㅋ	캐나다에서 8년 살았는데 호남 출신이 이렇게 많은 줄 몰랐습니다. 거의 요식업을 장악했더군요.	2	2	REGIONAL	[전라도가] -> 지역 지칭 순화	clean
대구새끼들보면 중국새끼들같음ㅋㅋ	여성주의자가 되고 싶어도 될 수 없는 사회입니다. 과거에 함께 정리했어야 했는데 말입니다.	2	2	SLUR	[병신년] -> 욕설 정제	인종/국적
어차피 안할듯	이제 조금씩 실천하며 살아가고 있습니다.	2	2	COMMUNITY	[이기야] -> 커뮤니티 말투 순화	clean
능력도 있고 의지도 있는 년이 판사 돼서 자혐 판례 만들면 좋기야 하지 한둘은 나오지 않겠노	성소수자들은 그런 사실을 알면서 감추는 것입니까, 아니면 몰라서 그런 행동을 하는 것입니까? 정말 끔찍합니다.	2	2	LGBTQ	[정신나간짓] -> 성소수자 비하 뉘앙스 순화	남성
야 지금보니까 배중간에 잇는건 걍 복근같노 자세히보면 배에있는 부분하고 부랄하고 붙어있는 부분하고 중간에 빈공간이 있음 좆나 착시좆오지네ㅋ영악한 새끼들	정말 대부분의 한국 여성들보다 뛰어나네요.	2	2	GENDER	[시발, 김치년들, 바르노] -> 여성 비하 멸칭 및 욕설 순화	악플/욕설
이기적이네요.. 군대는 리더 역할이 얼마나 중요한데.. 위계질서가 과연 잡힐까 싶네요.. 성차별과는 별개문제입니다.	경상도 사투리가 일본어와 유사하다고 합니다.	0	0	NORMAL	[무해] -> 언어 유사성 언급	악플/욕설
익산 사는 틀딱이노 지금 칼들고 버스타러 가는 중이노 조팔 부랄봉제선부터 몸을 두동강내서 금강에 빠뜨릴거노 남경들아 순직하고 싶으면 금강 주변 수색해라 자지부터 뜯어서 죽여줄테니	(차단된 문장입니다)	1	5	GENDER/RELIGION	[개슬람, 여자는 순종적, 문란하면 때려죽임] -> 여성에 대한 폭력 선동 및 종교 비하로 차단	남성
좆짱깨의 남녀사회분열 공작 성공했네 씨팔... 20여년전부터 걔네들 이거 노렸다	왜 그렇게 피해의식이 많습니까? 호남 지역을 좋게 보려고 해도 저런 태도 때문에 정이 떨어집니다.	2	2	REGIONAL	[전라도] -> 지역 지칭 순화	인종/국적
문주당 막기 위해서 홍어당 찍으라는 넘들도 있는데교회하고 손 잡는게 대수냐?	정말 심하게 때리고 싶네요.	2	2	SLUR	[개 줘패고싶네] -> 폭력적 표현 순화	지역
나는 초등학교 고학년되면서 숏컷에 바지만 입고다녔고 파란색 좋아했지만 내가 남자다라고 생각하진않았다 젠신병자들아 느그들은 그거 변태성욕+병신의 결과물일뿐이다 이기야	중국인들은 돌아가세요.	2	2	RACISM	[짱깨] -> 인종/국적 비하 멸칭 순화	성소수자, 기타 혐오
