아주 지랄도 풍년이네;;; 태국처럼 아주 창궐하겠네;;; 이딴게 양극화를 더 가속시키지 않겠냐? 나 같아도 돈 좀 있으면 저런애들 주변에 어슬렁 거리는 동네에선 안살것 같은데	그 유명인은 정체성이 무엇인가요? 보기 불편한데 그런 사람을 어떻게 방송에 내보낼 수 있죠? 정말 안타깝습니다.	2	3	LGBTQ	[바텀이냐, 드럽다] -> 성소수자 비하 및 혐오적인 묘사 순화	인종/국적
홍석천 저거 바텀이냐??아 드럽다 저런걸 어떻게 방송에 내보내냐?? 아휴	상황에 맞는 좋은 기사 감사합니다.	0	0	NORMAL	[오탈자 교정] -> 원문 유지	성소수자
시의적절한 좋은 기사 고맙습니다.	외모가 뛰어나다는 칭찬은 정말 큰 의미가 있는 것 같습니다. 신체적 특징의 미세한 차이에 따라 사람에 대한 평가가 크게 갈리기도 하니까요.	2	1	SLUR	[한놈은, ~못 생긴게됨] -> 사람에 대한 서술을 정중하게 정제	clean
잘생겼다는말.... 좀만 더 생각해보면 진짜 그 말 자체로 잘 생겼다 이말이 존나 큰 칭찬같음 얼굴이 눈코입 얼굴형 끽해봐야 5미리 이내로 차이나는건데 그 차이들이 모이니까 한놈은 존재 자체로 잘 생긴게되고 한놈은 존재 자체로 못 생긴게됨 ...	통찰력이 정말 뛰어나군요. 다음에 나올 종교 지도자 이야기는 제 부모님 생각이 나서 마음이 아플 것 같네요.	2	1	COMMUNITY	[지렸노, 앵나오게, 창조주] -> 비속어 및 특정 커뮤니티식 비꼼 순화	clean
통찰력에 지렸노......ㄷㄷ 다음편에 나올 교회목사 얘기는 앵나오게 내 창조주 생각나서 가슴 콕콕 찔릴 것 같노......	본인이 직접 작성한 것이 맞나요?	0	0	NORMAL	[오탈자 교정] -> 원문 유지	clean
본인이쓴게맞나??	특정 국가에서 태어났어야 했나 보네요. 거긴 특정 성향은 인정해주지만 다른 성향은 엄격히 처벌한다고 하더군요.	0	0	NORMAL	[오탈자 교정] -> 원문 유지	clean
이란에서 태어나던가. 거긴 트젠든 좋아하고 게이는 죽이더라.	제 일은 아니지만... 정말 감사합니다. 이웃 간의 정을 느낄 수 있어 좋네요.	0	0	NORMAL	[오탈자 교정] -> 원문 유지	성소수자, 인종/국적
제 일은 아니지만....정말 감사합니다. 사람사는 정을 느낄 수 있어 좋네요^^	(차단된 문장입니다)	1	5	SLUR	[섰다...] -> 성적 자극을 유도하는 음란성 발언으로 차단	clean
섰다...	특정 지역 사람들에 비해 다른 지역 사람들은 좀 나은 것 같습니다. 지역마다 특유의 좋지 않은 성향들이 드러나서 정말 안타깝네요.	2	3	REGIONAL	[감자 멍청도, 홍어, 씹통수, 쌍도, 존나 좆같은] -> 모든 지역에 대한 무차별적 멸칭 및 비하 순화	악플/욕설
감자 멍청도 사람이 좀 낫지 홍어=씹통수쌍도=부조리킹 허세신 인천=무식 서울=이기주의자 시발 존나 좆같은 본성다튀어 나오더라	만약 그 여성이 부적절한 집단과 관련이 있는 사람이라면 어떨까요?	2	4	GENDER	[맘충새끼, 마누라새끼] -> 여성 및 특정 집단 비하 멸칭 순화	지역
만약 그 맘충새끼가 칠성파두목 마누라새끼라면?	환영합니다. 정말 인상이 젊어 보이시네요.	2	1	SLUR	[용안, 츄릅] -> 비꼬는 조의 표현 및 성적 희롱성 추임새 제거	여성/가족
환영합니다. 용안이 상당히 어려보이시네요. 츄릅	우리가 아무리 비판해봐야 사회 지도층은 듣지 않을 것 같습니다.	2	2	SLUR	[지랄해봤자] -> 욕설 정제	악플/욕설
우리가 지랄해봤자 사회리더들은 안들음	일부 종교인들이 또 시작하는군요. 그들은 거점을 확보하면 본인들의 교리를 강요하기 시작합니다. 그들의 자녀들이 성인이 될 때쯤이면 이 나라도 정말 살기 힘든 곳이 될 것 같아 걱정입니다.	2	3	RELIGION	[개슬람 새끼들, 애미뒤진 씹창년들, 좆같아지겠네] -> 종교 비칭 및 부모를 모욕하는 심각한 패륜 욕설 순화	악플/욕설
개슬람 새끼들 또 시동거네 개새끼들이 뿌리만 박으면 돼지고기 타령부터 시작하더라 애미뒤진 씹창년들 저 새끼들이 싸지른 개슬람 종자들 성인될 때 쯤이면 이 나라도 좆같아지겠네	생각하는 수준이 딱 그 정도군요. 부적절한 일을 하는 곳이 본인의 연고지겠습니까? 당연히 다른 지역에서 활동하는 것이죠. 연락처를 바꾸고 계속 지역을 옮겨 다니며 활동하는 모양입니다.	2	2	SLUR	[몸파는데, 나와바리, 먹자로 파는거지, 전화질] -> 비행 관련 비어 및 무시하는 말투 순화	종교
생각하는 것이 딱 그수준인거지..몸파는데 자기 나와바리에서 팔겠냐? ㅋ다 타지에서 먹자로 파는거지.근데 왜 돈받아먹고 튀었냐고?돈 줬으니 관리란답시고 전화질 하니깐 전번 바꾸고 또 딴지역으로 튄거지 ㅋ	말도 안 되는 소리 하지 마세요. 본인 부담금이 적은데 무슨 암 환자처럼 돈을 썼다고 과장하나요?	2	2	SLUR	[ㅈㄹ하네, 뭔씨발] -> 욕설 및 자극적 어투 정제	악플/욕설
ㅈㄹ하네 본인부담5퍼센트인데 뭔씨발 전신에 암전이온거마냥 돈썼냐ㅋㅋㅋ	그런 업무를 하라고 특별 발탁된 인물 아닌가요? 그것이 무슨 법적 문제가 된다는 건지 모르겠네요. 검찰의 주장을 사실인 양 보도하는 언론도 책임이 있다고 봅니다.	2	2	SLUR	[특보, 흘리는 것, 받아 적으면서] -> 정치적 주장을 정중하게 정제	악플/욕설
그런 것 하라고 특보가 있는 것 아니냐. 그게 무슨 범법행위라는 것인지. 검찰이 흘리는 것 언론들이 다 받아 적으면서 그런 것은 범법이라고 하지 않는 것은 무책임하시지.	외국인 노동자 여러분, 사회 보험 혜택을 받으려면 본인들도 부담을 해야죠. 그렇지 않으면 자국민들이 더 부담하게 됩니다. 자중하세요.	2	3	RACISM	[중국그지새끼들아, 끄지라] -> 특정 국적 비칭 및 배척 어투 순화	악플/욕설
중국그지새끼들아. 4대보험 니가 안 내면 내가 더 내야 된다. 끄지라.	다른 이유가 있겠습니까? 행동이 적절하지 않으니 그런 반응이 나오는 것이겠죠.	2	2	SLUR	[병신이니깐] -> 비하 표현 순화	인종/국적
